# index, s_values, normalised s_values, cumulative energy 
353,0.0029465,7.2976e-05,      0.9999998684
354,0.00291926,7.23014e-05,      0.9999998708
355,0.00286673,7.10002e-05,      0.9999998731
356,0.00285318,7.06648e-05,      0.9999998754
357,0.00283234,7.01485e-05,      0.9999998777
358,0.00281186,6.96413e-05,      0.9999998799
359,0.00278939,6.90847e-05,      0.9999998821
360,0.00273987,6.78583e-05,      0.9999998843
361,0.00272116,6.73949e-05,      0.9999998864
362,0.00271597,6.72664e-05,      0.9999998885
363,0.0026662,6.60338e-05,      0.9999998905
364,0.00263948,6.53721e-05,      0.9999998924
365,0.00261724,6.48213e-05,      0.9999998944
366,0.00259045,6.41576e-05,      0.9999998963
367,0.00254949,6.31433e-05,      0.9999998981
368,0.00253755,6.28475e-05,      0.9999998999
369,0.00249545,6.18049e-05,      0.9999999017
370,0.00247927,6.1404e-05,      0.9999999034
371,0.0024365,6.03449e-05,      0.9999999051
372,0.00239374,5.92857e-05,      0.9999999067
373,0.00238159,5.89849e-05,      0.9999999083
374,0.00236752,5.86364e-05,      0.9999999099
375,0.00233391,5.7804e-05,      0.9999999115
376,0.00232224,5.75148e-05,       0.999999913
377,0.00230014,5.69675e-05,      0.9999999145
378,0.00229007,5.67182e-05,       0.999999916
379,0.00226734,5.61553e-05,      0.9999999174
380,0.00224252,5.55405e-05,      0.9999999189
381,0.00221914,5.49615e-05,      0.9999999202
382,0.00221727,5.49151e-05,      0.9999999216
383,0.00218977,5.42341e-05,       0.999999923
384,0.00216553,5.36336e-05,      0.9999999243
385,0.0021324,5.28131e-05,      0.9999999256
386,0.00210817,5.2213e-05,      0.9999999269
387,0.00209433,5.18704e-05,      0.9999999281
388,0.00208313,5.15928e-05,      0.9999999293
389,0.00206885,5.12393e-05,      0.9999999305
390,0.0020502,5.07773e-05,      0.9999999317
391,0.00203347,5.0363e-05,      0.9999999329
392,0.00201269,4.98482e-05,       0.999999934
393,0.00200017,4.95382e-05,      0.9999999352
394,0.00198518,4.91669e-05,      0.9999999363
395,0.00196672,4.87097e-05,      0.9999999374
396,0.00194369,4.81394e-05,      0.9999999385
397,0.00193436,4.79082e-05,      0.9999999395
398,0.00191854,4.75164e-05,      0.9999999406
399,0.00189668,4.69751e-05,      0.9999999416
400,0.00187815,4.65161e-05,      0.9999999426
401,0.00186045,4.60777e-05,      0.9999999436
402,0.00184748,4.57566e-05,      0.9999999445
403,0.00182233,4.51335e-05,      0.9999999455
404,0.00179409,4.44342e-05,      0.9999999464
405,0.00177848,4.40475e-05,      0.9999999473
406,0.00175862,4.35558e-05,      0.9999999481
407,0.00174676,4.3262e-05,       0.999999949
408,0.00173922,4.30754e-05,      0.9999999499
409,0.00172682,4.2768e-05,      0.9999999507
410,0.00172303,4.26743e-05,      0.9999999515
411,0.00169011,4.1859e-05,      0.9999999524
412,0.00167772,4.15521e-05,      0.9999999531
413,0.0016761,4.15121e-05,      0.9999999539
414,0.00166332,4.11955e-05,      0.9999999547
415,0.00164852,4.08288e-05,      0.9999999555
416,0.00162699,4.02956e-05,      0.9999999562
417,0.00161199,3.99243e-05,       0.999999957
418,0.00159428,3.94855e-05,      0.9999999577
419,0.00159114,3.94079e-05,      0.9999999584
420,0.00157403,3.89841e-05,      0.9999999591
421,0.00155588,3.85346e-05,      0.9999999598
422,0.00155212,3.84412e-05,      0.9999999605
423,0.00154334,3.8224e-05,      0.9999999612
424,0.00153085,3.79147e-05,      0.9999999618
425,0.00151444,3.75082e-05,      0.9999999625
426,0.00150929,3.73806e-05,      0.9999999631
427,0.00148648,3.68157e-05,      0.9999999637
428,0.00147325,3.64881e-05,      0.9999999644
429,0.00145648,3.60726e-05,       0.999999965
430,0.00144493,3.57867e-05,      0.9999999655
431,0.00142557,3.53071e-05,      0.9999999661
432,0.00142031,3.51768e-05,      0.9999999667
433,0.00141265,3.49872e-05,      0.9999999673
434,0.00140068,3.46906e-05,      0.9999999678
435,0.00139429,3.45325e-05,      0.9999999684
436,0.00139008,3.44281e-05,      0.9999999689
437,0.0013748,3.40497e-05,      0.9999999694
438,0.0013656,3.38219e-05,        0.99999997
439,0.00134723,3.33668e-05,      0.9999999705
440,0.00132337,3.27759e-05,       0.999999971
441,0.0013165,3.26057e-05,      0.9999999715
442,0.00130565,3.23371e-05,       0.999999972
443,0.00128841,3.19101e-05,      0.9999999724
444,0.00128514,3.18291e-05,      0.9999999729
445,0.00127865,3.16683e-05,      0.9999999734
446,0.00126228,3.1263e-05,      0.9999999738
447,0.001262,3.12559e-05,      0.9999999743
448,0.00125248,3.10202e-05,      0.9999999747
449,0.00124174,3.07542e-05,      0.9999999751
450,0.00123183,3.05086e-05,      0.9999999756
451,0.00122939,3.04483e-05,       0.999999976
452,0.00120906,2.99449e-05,      0.9999999764
453,0.00119442,2.95821e-05,      0.9999999768
454,0.00118615,2.93775e-05,      0.9999999772
455,0.0011706,2.89923e-05,      0.9999999776
456,0.00116031,2.87375e-05,       0.999999978
457,0.00115632,2.86385e-05,      0.9999999784
458,0.00115379,2.85758e-05,      0.9999999787
459,0.00114326,2.83152e-05,      0.9999999791
460,0.00112998,2.79863e-05,      0.9999999795
461,0.00111018,2.74958e-05,      0.9999999798
462,0.00110006,2.72451e-05,      0.9999999802
463,0.0010874,2.69317e-05,      0.9999999805
464,0.00108095,2.6772e-05,      0.9999999808
465,0.00107807,2.67005e-05,      0.9999999811
466,0.00107399,2.65995e-05,      0.9999999815
467,0.00106709,2.64286e-05,      0.9999999818
468,0.00105625,2.61602e-05,      0.9999999821
469,0.00105056,2.60192e-05,      0.9999999824
470,0.00104822,2.59613e-05,      0.9999999827
471,0.00102437,2.53707e-05,       0.999999983
472,0.00102058,2.52767e-05,      0.9999999833
473,0.00100382,2.48616e-05,      0.9999999836
474,0.000999088,2.47444e-05,      0.9999999839
475,0.000990674,2.4536e-05,      0.9999999842
476,0.0009847,2.43881e-05,      0.9999999844
477,0.000976531,2.41857e-05,      0.9999999847
478,0.000970175,2.40283e-05,       0.999999985
479,0.000967011,2.395e-05,      0.9999999852
480,0.000958842,2.37476e-05,      0.9999999855
