# index, s_values, normalised s_values, cumulative energy 
286,0.00659891,3.85951e-05,      0.9999999422
287,0.00651043,3.80777e-05,      0.9999999435
288,0.00636281,3.72143e-05,      0.9999999448
289,0.00628475,3.67577e-05,       0.999999946
290,0.00623298,3.64549e-05,      0.9999999471
291,0.00612006,3.57945e-05,      0.9999999483
292,0.00608673,3.55995e-05,      0.9999999494
293,0.0060436,3.53473e-05,      0.9999999505
294,0.00599343,3.50539e-05,      0.9999999516
295,0.0058615,3.42822e-05,      0.9999999527
296,0.00577379,3.37692e-05,      0.9999999537
297,0.00572793,3.3501e-05,      0.9999999547
298,0.00561942,3.28664e-05,      0.9999999557
299,0.00555731,3.25031e-05,      0.9999999566
300,0.00546903,3.19868e-05,      0.9999999575
301,0.00539082,3.15293e-05,      0.9999999584
302,0.00535175,3.13008e-05,      0.9999999593
303,0.00530399,3.10215e-05,      0.9999999601
304,0.00527584,3.08569e-05,       0.999999961
305,0.00519877,3.04061e-05,      0.9999999618
306,0.00513905,3.00568e-05,      0.9999999626
307,0.00502185,2.93714e-05,      0.9999999634
308,0.00498907,2.91797e-05,      0.9999999641
309,0.00492159,2.87849e-05,      0.9999999649
310,0.00490031,2.86605e-05,      0.9999999656
311,0.00482731,2.82336e-05,      0.9999999663
312,0.00475599,2.78164e-05,       0.999999967
313,0.0046903,2.74322e-05,      0.9999999677
314,0.00461545,2.69944e-05,      0.9999999683
315,0.00456721,2.67123e-05,       0.999999969
316,0.00454516,2.65834e-05,      0.9999999696
317,0.00449463,2.62878e-05,      0.9999999702
318,0.00443889,2.59618e-05,      0.9999999708
319,0.00441138,2.58009e-05,      0.9999999714
320,0.0043934,2.56957e-05,       0.999999972
321,0.00435038,2.54441e-05,      0.9999999726
322,0.00424157,2.48077e-05,      0.9999999731
323,0.00420584,2.45988e-05,      0.9999999737
324,0.0041749,2.44178e-05,      0.9999999742
325,0.00413228,2.41686e-05,      0.9999999747
326,0.00410551,2.4012e-05,      0.9999999752
327,0.00406973,2.38027e-05,      0.9999999757
328,0.00398861,2.33282e-05,      0.9999999762
329,0.003971,2.32252e-05,      0.9999999767
330,0.00393598,2.30204e-05,      0.9999999772
331,0.00390159,2.28193e-05,      0.9999999776
332,0.00385092,2.25229e-05,      0.9999999781
333,0.00380666,2.22641e-05,      0.9999999785
334,0.00378323,2.2127e-05,       0.999999979
335,0.00372611,2.1793e-05,      0.9999999794
336,0.00366466,2.14336e-05,      0.9999999798
337,0.0035996,2.1053e-05,      0.9999999802
338,0.00357244,2.08942e-05,      0.9999999806
339,0.00352812,2.0635e-05,       0.999999981
340,0.00350515,2.05006e-05,      0.9999999814
341,0.00347377,2.03171e-05,      0.9999999817
342,0.00342678,2.00423e-05,      0.9999999821
343,0.00341447,1.99703e-05,      0.9999999824
344,0.00334053,1.95378e-05,      0.9999999828
345,0.00332504,1.94472e-05,      0.9999999831
346,0.00330533,1.93319e-05,      0.9999999834
347,0.0032731,1.91434e-05,      0.9999999838
348,0.00323331,1.89107e-05,      0.9999999841
349,0.00316587,1.85163e-05,      0.9999999844
350,0.00312173,1.82581e-05,      0.9999999847
351,0.00306978,1.79542e-05,       0.999999985
352,0.00303567,1.77548e-05,      0.9999999853
353,0.00300725,1.75885e-05,      0.9999999855
354,0.00294648,1.72331e-05,      0.9999999858
355,0.00291922,1.70737e-05,      0.9999999861
356,0.00286672,1.67666e-05,      0.9999999863
357,0.00285318,1.66875e-05,      0.9999999866
358,0.00283231,1.65654e-05,      0.9999999868
359,0.00281183,1.64456e-05,      0.9999999871
360,0.00278933,1.6314e-05,      0.9999999873
361,0.00273972,1.60238e-05,      0.9999999875
362,0.00272112,1.59151e-05,      0.9999999877
363,0.00271597,1.58849e-05,       0.999999988
364,0.0026662,1.55938e-05,      0.9999999882
365,0.00263947,1.54375e-05,      0.9999999884
366,0.0026172,1.53073e-05,      0.9999999886
367,0.00259045,1.51508e-05,      0.9999999888
368,0.00254949,1.49113e-05,       0.999999989
369,0.00253755,1.48414e-05,      0.9999999892
370,0.00249544,1.45951e-05,      0.9999999894
371,0.00247926,1.45005e-05,      0.9999999896
372,0.00243648,1.42503e-05,      0.9999999898
373,0.00239374,1.40003e-05,      0.9999999899
374,0.00238159,1.39293e-05,      0.9999999901
375,0.00236751,1.38469e-05,      0.9999999903
376,0.00233391,1.36504e-05,      0.9999999905
377,0.0023222,1.35819e-05,      0.9999999906
378,0.00230014,1.34528e-05,      0.9999999908
379,0.00229007,1.3394e-05,      0.9999999909
380,0.00226732,1.32609e-05,      0.9999999911
381,0.00224251,1.31158e-05,      0.9999999912
382,0.00221906,1.29787e-05,      0.9999999914
383,0.00221726,1.29681e-05,      0.9999999915
384,0.00218976,1.28073e-05,      0.9999999917
385,0.00216552,1.26655e-05,      0.9999999918
386,0.00213236,1.24716e-05,       0.999999992
387,0.00210815,1.233e-05,      0.9999999921
388,0.00209433,1.22491e-05,      0.9999999922
389,0.00208311,1.21835e-05,      0.9999999924
390,0.00206883,1.21e-05,      0.9999999925
391,0.00205019,1.1991e-05,      0.9999999926
392,0.00203347,1.18932e-05,      0.9999999928
393,0.00201265,1.17714e-05,      0.9999999929
394,0.0020001,1.1698e-05,       0.999999993
395,0.00198513,1.16104e-05,      0.9999999931
396,0.00196671,1.15027e-05,      0.9999999932
397,0.00194369,1.13681e-05,      0.9999999934
398,0.00193436,1.13135e-05,      0.9999999935
399,0.00191853,1.1221e-05,      0.9999999936
400,0.00189668,1.10931e-05,      0.9999999937
401,0.00187811,1.09845e-05,      0.9999999938
402,0.00186045,1.08812e-05,      0.9999999939
403,0.00184739,1.08049e-05,       0.999999994
404,0.00182232,1.06583e-05,      0.9999999941
405,0.00179407,1.0493e-05,      0.9999999942
406,0.00177847,1.04017e-05,      0.9999999943
407,0.00175862,1.02857e-05,      0.9999999944
408,0.00174675,1.02162e-05,      0.9999999945
409,0.00173918,1.01719e-05,      0.9999999946
410,0.00172681,1.00996e-05,      0.9999999947
411,0.00172303,1.00775e-05,      0.9999999948
412,0.00169011,9.88495e-06,      0.9999999949
413,0.00167772,9.81248e-06,      0.9999999949
414,0.0016761,9.80304e-06,       0.999999995
415,0.00166332,9.72829e-06,      0.9999999951
416,0.00164851,9.64165e-06,      0.9999999952
417,0.00162696,9.51564e-06,      0.9999999953
418,0.00161199,9.42808e-06,      0.9999999954
419,0.00159426,9.32435e-06,      0.9999999954
420,0.00159114,9.30615e-06,      0.9999999955
421,0.00157403,9.20603e-06,      0.9999999956
422,0.00155588,9.09991e-06,      0.9999999957
423,0.00155208,9.0777e-06,      0.9999999957
424,0.00154334,9.02655e-06,      0.9999999958
425,0.00153085,8.95353e-06,      0.9999999959
426,0.00151442,8.85743e-06,       0.999999996
427,0.00150927,8.82727e-06,       0.999999996
428,0.00148648,8.69397e-06,      0.9999999961
429,0.00147325,8.61663e-06,      0.9999999962
430,0.00145647,8.5185e-06,      0.9999999962
431,0.00144493,8.45099e-06,      0.9999999963
432,0.00142557,8.33773e-06,      0.9999999963
433,0.00142028,8.30681e-06,      0.9999999964
434,0.00141265,8.2622e-06,      0.9999999965
435,0.00140068,8.19216e-06,      0.9999999965
436,0.00139429,8.15483e-06,      0.9999999966
437,0.00139008,8.13015e-06,      0.9999999966
438,0.0013748,8.04081e-06,      0.9999999967
439,0.0013656,7.98701e-06,      0.9999999968
440,0.00134722,7.87951e-06,      0.9999999968
441,0.00132335,7.73992e-06,      0.9999999969
442,0.00131647,7.69968e-06,      0.9999999969
443,0.00130565,7.63637e-06,       0.999999997
444,0.00128835,7.53519e-06,       0.999999997
445,0.00128514,7.51641e-06,      0.9999999971
446,0.00127864,7.47842e-06,      0.9999999971
447,0.00126228,7.38274e-06,      0.9999999972
448,0.001262,7.38105e-06,      0.9999999972
449,0.00125248,7.32539e-06,      0.9999999973
450,0.00124174,7.26257e-06,      0.9999999973
451,0.00123179,7.20441e-06,      0.9999999974
452,0.00122938,7.19029e-06,      0.9999999974
453,0.00120906,7.07147e-06,      0.9999999975
454,0.00119438,6.98557e-06,      0.9999999975
455,0.00118611,6.93723e-06,      0.9999999975
456,0.00117059,6.84647e-06,      0.9999999976
457,0.00116031,6.78633e-06,      0.9999999976
458,0.0011563,6.76289e-06,      0.9999999977
459,0.00115379,6.74816e-06,      0.9999999977
460,0.00114326,6.6866e-06,      0.9999999977
461,0.00112996,6.60879e-06,      0.9999999978
462,0.00111016,6.493e-06,      0.9999999978
463,0.00110005,6.43389e-06,      0.9999999979
464,0.00108739,6.35984e-06,      0.9999999979
465,0.00108095,6.32218e-06,      0.9999999979
466,0.00107806,6.30525e-06,       0.999999998
467,0.00107399,6.28144e-06,       0.999999998
468,0.00106709,6.24111e-06,       0.999999998
469,0.00105625,6.17769e-06,      0.9999999981
470,0.00105056,6.1444e-06,      0.9999999981
471,0.00104822,6.13073e-06,      0.9999999981
472,0.00102437,5.99126e-06,      0.9999999982
473,0.00102058,5.96907e-06,      0.9999999982
474,0.00100381,5.87102e-06,      0.9999999982
475,0.000999083,5.84335e-06,      0.9999999983
476,0.000990667,5.79413e-06,      0.9999999983
477,0.000984695,5.7592e-06,      0.9999999983
478,0.00097653,5.71144e-06,      0.9999999984
479,0.000970175,5.67428e-06,      0.9999999984
480,0.000967009,5.65576e-06,      0.9999999984
481,0.000958838,5.60797e-06,      0.9999999984
482,0.000948923,5.54998e-06,      0.9999999985
483,0.000938349,5.48814e-06,      0.9999999985
484,0.000928817,5.43239e-06,      0.9999999985
485,0.000926165,5.41687e-06,      0.9999999985
486,0.000906815,5.3037e-06,      0.9999999986
487,0.000894096,5.22931e-06,      0.9999999986
488,0.000889526,5.20258e-06,      0.9999999986
489,0.000877516,5.13234e-06,      0.9999999986
490,0.000874846,5.11673e-06,      0.9999999987
491,0.000865494,5.06202e-06,      0.9999999987
492,0.000860122,5.03061e-06,      0.9999999987
493,0.000856533,5.00962e-06,      0.9999999987
494,0.000855054,5.00097e-06,      0.9999999988
495,0.000848044,4.95997e-06,      0.9999999988
496,0.000838895,4.90646e-06,      0.9999999988
497,0.000836522,4.89258e-06,      0.9999999988
498,0.00083144,4.86286e-06,      0.9999999988
499,0.000822887,4.81283e-06,      0.9999999989
500,0.000814162,4.7618e-06,      0.9999999989
501,0.000801588,4.68826e-06,      0.9999999989
502,0.000795488,4.65258e-06,      0.9999999989
503,0.000791761,4.63078e-06,      0.9999999989
504,0.000785057,4.59158e-06,       0.999999999
505,0.000773704,4.52517e-06,       0.999999999
506,0.000767896,4.4912e-06,       0.999999999
507,0.000765263,4.4758e-06,       0.999999999
508,0.000753765,4.40856e-06,       0.999999999
509,0.000749903,4.38597e-06,       0.999999999
510,0.000747405,4.37136e-06,      0.9999999991
511,0.000735555,4.30205e-06,      0.9999999991
512,0.000729954,4.26929e-06,      0.9999999991
513,0.000727738,4.25633e-06,      0.9999999991
514,0.000722906,4.22807e-06,      0.9999999991
515,0.00071464,4.17973e-06,      0.9999999991
516,0.000710219,4.15387e-06,      0.9999999992
517,0.000707942,4.14055e-06,      0.9999999992
518,0.000702586,4.10922e-06,      0.9999999992
519,0.000693005,4.05319e-06,      0.9999999992
520,0.000681745,3.98733e-06,      0.9999999992
521,0.000676274,3.95534e-06,      0.9999999992
522,0.000671572,3.92783e-06,      0.9999999992
523,0.000664176,3.88457e-06,      0.9999999993
524,0.000659048,3.85458e-06,      0.9999999993
525,0.000656848,3.84171e-06,      0.9999999993
526,0.00065299,3.81915e-06,      0.9999999993
527,0.000635013,3.71401e-06,      0.9999999993
528,0.000625451,3.65809e-06,      0.9999999993
529,0.000615598,3.60046e-06,      0.9999999993
530,0.00061065,3.57152e-06,      0.9999999993
531,0.000608906,3.56132e-06,      0.9999999994
532,0.000605088,3.53899e-06,      0.9999999994
533,0.00059999,3.50917e-06,      0.9999999994
534,0.00059196,3.4622e-06,      0.9999999994
535,0.000582927,3.40937e-06,      0.9999999994
536,0.000577517,3.37773e-06,      0.9999999994
537,0.000568658,3.32592e-06,      0.9999999994
538,0.000566568,3.31369e-06,      0.9999999994
539,0.000560879,3.28042e-06,      0.9999999994
540,0.000557424,3.26022e-06,      0.9999999994
541,0.000556047,3.25216e-06,      0.9999999995
542,0.000546439,3.19597e-06,      0.9999999995
543,0.000545783,3.19213e-06,      0.9999999995
544,0.000538988,3.15239e-06,      0.9999999995
545,0.000534254,3.1247e-06,      0.9999999995
546,0.000529096,3.09453e-06,      0.9999999995
547,0.000526237,3.07781e-06,      0.9999999995
548,0.000522824,3.05785e-06,      0.9999999995
549,0.00051664,3.02168e-06,      0.9999999995
550,0.000508783,2.97573e-06,      0.9999999995
551,0.000506628,2.96312e-06,      0.9999999995
552,0.000501916,2.93557e-06,      0.9999999996
553,0.000495987,2.90089e-06,      0.9999999996
554,0.00049452,2.8923e-06,      0.9999999996
555,0.000488851,2.85915e-06,      0.9999999996
556,0.00048477,2.83528e-06,      0.9999999996
557,0.000482619,2.8227e-06,      0.9999999996
558,0.00048004,2.80762e-06,      0.9999999996
559,0.000473875,2.77156e-06,      0.9999999996
